,hid_dim,final_dim,num_layers,num_epochs,lr,test_loss,preds
938,100.0,20.0,4.0,40.0,1e-05,17.21807098388672,"[69.47003173828125, 68.9388198852539, 69.5299072265625, 69.14214324951172, 69.0385513305664, 68.7248764038086, 69.79720306396484, 69.1733169555664, 69.33497619628906, 69.41954803466797]"
939,100.0,20.0,4.0,40.0,5e-05,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
940,100.0,20.0,4.0,50.0,5e-07,7.16253890991211,"[79.47513580322266, 78.93751525878906, 79.33817291259766, 79.22857666015625, 78.99787139892578, 78.79473114013672, 79.79511260986328, 79.3929672241211, 79.53204345703125, 79.632568359375]"
941,100.0,20.0,4.0,50.0,1e-06,86.56894149780274,"[-0.09393566846847534, -0.09393566846847534, -0.09393566846847534, -0.09393566846847534, -0.09393566846847534, -0.09393566846847534, -0.09393566846847534, -0.09393566846847534, -0.09393566846847534, -0.09393566846847534]"
942,100.0,20.0,4.0,50.0,5e-06,9.642347717285157,"[77.01969909667969, 76.49774932861328, 76.81391906738281, 76.77621459960938, 76.49005889892578, 76.35289764404297, 77.24522399902344, 76.93646240234375, 77.04742431640625, 77.14695739746094]"
943,100.0,20.0,4.0,50.0,1e-05,86.51128616333008,"[-0.03627747297286987, -0.03627747297286987, -0.03627747297286987, -0.03627747297286987, -0.03627747297286987, -0.03627747297286987, -0.03627747297286987, -0.03627747297286987, -0.03627747297286987, -0.03627747297286987]"
944,100.0,20.0,4.0,50.0,5e-05,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
945,100.0,20.0,4.0,60.0,5e-07,13.240654754638673,"[73.6777114868164, 73.27227020263672, 73.09136199951172, 73.45147705078125, 72.87054443359375, 72.8486328125, 73.19979095458984, 73.2917251586914, 73.2513198852539, 73.38870239257812]"
946,100.0,20.0,4.0,60.0,1e-06,5.358440399169922,"[81.5984878540039, 80.93701171875, 82.08544921875, 81.14779663085938, 81.32378387451172, 80.66404724121094, 82.3535385131836, 81.15318298339844, 81.44090270996094, 81.55445098876953]"
947,100.0,20.0,4.0,60.0,5e-06,86.27868118286133,"[0.19632497429847717, 0.19632497429847717, 0.19632497429847717, 0.19632497429847717, 0.19632497429847717, 0.19632497429847717, 0.19632497429847717, 0.19632497429847717, 0.19632497429847717, 0.19632497429847717]"
948,100.0,20.0,4.0,60.0,1e-05,86.57820358276368,"[-0.10319454967975616, -0.10319454967975616, -0.10319454967975616, -0.10319454967975616, -0.10319454967975616, -0.10319454967975616, -0.10319454967975616, -0.10319454967975616, -0.10319454967975616, -0.10319454967975616]"
949,100.0,20.0,4.0,60.0,5e-05,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
950,100.0,20.0,5.0,20.0,5e-07,7.3110496520996096,"[79.24742126464844, 78.60588836669922, 79.1838150024414, 78.9307632446289, 78.83659362792969, 78.64128875732422, 79.9224624633789, 79.2236557006836, 79.45430755615234, 79.59339141845703]"
951,100.0,20.0,5.0,20.0,1e-06,8.126095581054688,"[78.62356567382812, 78.04930877685547, 78.60968017578125, 78.27152252197266, 78.08045959472656, 77.77197265625, 78.84925079345703, 78.28168487548828, 78.4282455444336, 78.5234375]"
952,100.0,20.0,5.0,20.0,5e-06,11.88058853149414,"[74.85736083984375, 74.32280731201172, 74.76638793945312, 74.54644775390625, 74.31178283691406, 74.072021484375, 75.01914978027344, 74.5741958618164, 74.69425964355469, 74.77978515625]"
953,100.0,20.0,5.0,20.0,1e-05,15.850601196289062,"[70.81180572509766, 70.30024719238281, 70.69267272949219, 70.54904174804688, 70.32059478759766, 70.15007019042969, 71.09397888183594, 70.67024230957031, 70.79684448242188, 70.85857391357422]"
954,100.0,20.0,5.0,20.0,5e-05,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
955,100.0,20.0,5.0,30.0,5e-07,9.462890625,"[77.21039581298828, 76.77296447753906, 77.03995513916016, 77.02017974853516, 76.71228790283203, 76.5176010131836, 77.26009368896484, 77.11681365966797, 77.17546844482422, 77.29541778564453]"
956,100.0,20.0,5.0,30.0,1e-06,4.3883506774902346,"[83.22282409667969, 82.60060119628906, 83.08601379394531, 82.88646697998047, 82.64132690429688, 82.42381286621094, 83.56209564208984, 83.0096435546875, 83.1792221069336, 83.2574234008789]"
957,100.0,20.0,5.0,30.0,5e-06,86.50406112670899,"[-0.029056355357170105, -0.029056355357170105, -0.029056355357170105, -0.029056355357170105, -0.029056355357170105, -0.029056355357170105, -0.029056355357170105, -0.029056355357170105, -0.029056355357170105, -0.029056355357170105]"
958,100.0,20.0,5.0,30.0,1e-05,3.6130447387695312,"[88.9019546508789, 88.28154754638672, 88.77576446533203, 88.59071350097656, 88.3266830444336, 88.08985900878906, 89.25186920166016, 88.74811553955078, 88.90347290039062, 89.0038070678711]"
959,100.0,20.0,5.0,30.0,5e-05,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
960,100.0,20.0,5.0,40.0,5e-07,5.020235443115235,"[82.24524688720703, 81.73387908935547, 81.86785125732422, 82.0229721069336, 81.53530883789062, 81.50725555419922, 82.2713394165039, 82.16548919677734, 82.22167205810547, 82.29096984863281]"
961,100.0,20.0,5.0,40.0,1e-06,9.32480697631836,"[77.35599517822266, 76.8406753540039, 77.00875854492188, 77.14187622070312, 76.74134063720703, 76.70863342285156, 77.49810028076172, 77.33698272705078, 77.40995788574219, 77.4596939086914]"
962,100.0,20.0,5.0,40.0,5e-06,12.194847869873048,"[74.50749206542969, 73.982421875, 74.61133575439453, 74.1775894165039, 74.09896850585938, 73.70195770263672, 74.77245330810547, 74.16642761230469, 74.32496643066406, 74.45799255371094]"
963,100.0,20.0,5.0,40.0,1e-05,11.832169342041016,"[74.81647491455078, 74.27935028076172, 74.68009185791016, 74.55374908447266, 74.31255340576172, 74.1486587524414, 75.15045928955078, 74.71598052978516, 74.85193634033203, 74.91913604736328]"
964,100.0,20.0,5.0,40.0,5e-05,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
965,100.0,20.0,5.0,50.0,5e-07,5.526780700683593,"[81.39869689941406, 80.8267822265625, 81.3507308959961, 81.10298919677734, 80.90434265136719, 80.65009307861328, 81.7707290649414, 81.2553939819336, 81.40699768066406, 81.5089111328125]"
966,100.0,20.0,5.0,50.0,1e-06,6.979531097412109,"[79.65548706054688, 79.10824584960938, 79.63951110839844, 79.38363647460938, 79.21238708496094, 78.94324493408203, 80.01458740234375, 79.52862548828125, 79.67476654052734, 79.79428100585938]"
967,100.0,20.0,5.0,50.0,5e-06,12.26421890258789,"[74.36286926269531, 73.8154296875, 74.19100189208984, 74.10420989990234, 73.86856079101562, 73.74117279052734, 74.7406997680664, 74.3047866821289, 74.45149993896484, 74.52766418457031]"
968,100.0,20.0,5.0,50.0,1e-05,13.857008361816407,"[72.82147979736328, 72.29673767089844, 72.79499816894531, 72.52638244628906, 72.373779296875, 72.09904479980469, 73.09949493408203, 72.58898162841797, 72.73766326904297, 72.84143829345703]"
969,100.0,20.0,5.0,50.0,5e-05,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
970,100.0,20.0,5.0,60.0,5e-07,4.983096313476563,"[82.24236297607422, 81.57673645019531, 82.55744171142578, 81.7789306640625, 81.84113311767578, 81.27855682373047, 82.7723617553711, 81.74175262451172, 81.99463653564453, 82.12940979003906]"
971,100.0,20.0,5.0,60.0,1e-06,9.228035736083985,"[77.42919921875, 76.8664321899414, 77.2845687866211, 77.15084075927734, 76.88892364501953, 76.736572265625, 77.79061126708984, 77.32970428466797, 77.467529296875, 77.52534484863281]"
972,100.0,20.0,5.0,60.0,5e-06,14.235666656494141,"[72.38229370117188, 71.83552551269531, 72.33680725097656, 72.09954071044922, 71.95381927490234, 71.7381362915039, 72.82465362548828, 72.26582336425781, 72.43534851074219, 72.52146911621094]"
973,100.0,20.0,5.0,60.0,1e-05,14.438963317871094,"[72.19195556640625, 71.68750762939453, 71.80928802490234, 72.0013427734375, 71.59700775146484, 71.64834594726562, 72.43566131591797, 72.26193237304688, 72.34785461425781, 72.37955474853516]"
974,100.0,20.0,5.0,60.0,5e-05,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
975,100.0,20.0,6.0,20.0,5e-07,10.841703796386719,"[75.75860595703125, 75.29834747314453, 76.1928482055664, 75.45304107666016, 75.64668273925781, 74.96497344970703, 76.13441467285156, 75.40657806396484, 75.59918975830078, 75.87836456298828]"
976,100.0,20.0,6.0,20.0,1e-06,5.453965759277343,"[81.50968933105469, 80.94776916503906, 81.21868896484375, 81.26657104492188, 80.88880920410156, 80.82105255126953, 81.77743530273438, 81.47759246826172, 81.58618927001953, 81.63200378417969]"
977,100.0,20.0,6.0,20.0,5e-06,3.369670104980469,"[86.28117370605469, 85.66242218017578, 86.13200378417969, 85.97695922851562, 85.71870422363281, 85.51150512695312, 86.6620864868164, 86.14922332763672, 86.31233978271484, 86.39856719970703]"
978,100.0,20.0,6.0,20.0,1e-05,4.448284912109375,"[83.11695098876953, 82.5320053100586, 82.87179565429688, 82.83270263671875, 82.51960754394531, 82.37252807617188, 83.3703842163086, 82.9847183227539, 83.11705780029297, 83.20339965820312]"
979,100.0,20.0,6.0,20.0,5e-05,33.425286865234376,"[120.24750518798828, 119.39335632324219, 120.02218627929688, 119.80416870117188, 119.39280700683594, 119.09851837158203, 120.63040161132812, 119.96817779541016, 120.16803741455078, 120.27779388427734]"
980,100.0,20.0,6.0,30.0,5e-07,5.5453643798828125,"[81.42123413085938, 80.89259338378906, 80.81417083740234, 81.25138854980469, 80.64625549316406, 80.82335662841797, 81.47097778320312, 81.53900146484375, 81.57396697998047, 81.60195922851562]"
981,100.0,20.0,6.0,30.0,1e-06,6.517936706542969,"[80.13995361328125, 79.50105285644531, 80.35343170166016, 79.7512435913086, 79.78482055664062, 79.31681060791016, 80.78624725341797, 79.8407211303711, 80.08760070800781, 80.18473815917969]"
982,100.0,20.0,6.0,30.0,5e-06,12.445223236083985,"[74.20006561279297, 73.64391326904297, 74.27163696289062, 73.88607788085938, 73.79666137695312, 73.46764373779297, 74.64471435546875, 73.97897338867188, 74.16131591796875, 74.2468490600586]"
983,100.0,20.0,6.0,30.0,1e-05,4.855591583251953,"[82.40438842773438, 81.82099151611328, 82.1603012084961, 82.12971496582031, 81.7997055053711, 81.68783569335938, 82.70346069335938, 82.31908416748047, 82.45421600341797, 82.52123260498047]"
984,100.0,20.0,6.0,30.0,5e-05,8.496453094482423,"[78.19246673583984, 77.63753509521484, 78.04296112060547, 77.90958404541016, 77.64553833007812, 77.46214294433594, 78.46246337890625, 78.03223419189453, 78.16386413574219, 78.23676300048828]"
985,100.0,20.0,6.0,40.0,5e-07,7.170574188232422,"[79.47742462158203, 78.8436508178711, 79.48468017578125, 79.13013458251953, 79.01152801513672, 78.72225189208984, 80.04291534423828, 79.28179931640625, 79.49687194824219, 79.55308532714844]"
986,100.0,20.0,6.0,40.0,1e-06,6.177914428710937,"[80.61896514892578, 79.96256256103516, 80.64987182617188, 80.2460708618164, 80.12227630615234, 79.81795501708984, 81.10535430908203, 80.36095428466797, 80.57149505615234, 80.64936065673828]"
987,100.0,20.0,6.0,40.0,5e-06,4.870365905761719,"[82.41259002685547, 81.8272705078125, 82.03527069091797, 82.15528106689453, 81.72355651855469, 81.71869659423828, 82.63494873046875, 82.37454986572266, 82.47777557373047, 82.52220916748047]"
988,100.0,20.0,6.0,40.0,1e-05,11.379920196533202,"[75.26714324951172, 74.7387924194336, 74.98889923095703, 75.03828430175781, 74.70999145507812, 74.65090942382812, 75.53409576416016, 75.24508666992188, 75.35674285888672, 75.42093658447266]"
989,100.0,20.0,6.0,40.0,5e-05,5.420780944824219,"[81.57057189941406, 81.00530242919922, 81.39912414550781, 81.29296112060547, 81.0049819946289, 80.82540893554688, 81.83856964111328, 81.43506622314453, 81.56327819824219, 81.64414978027344]"
990,100.0,20.0,6.0,50.0,5e-07,10.739380645751954,"[75.90135192871094, 75.36932373046875, 75.67922973632812, 75.6648178100586, 75.3717269897461, 75.26741790771484, 76.2046890258789, 75.86189270019531, 75.9842300415039, 76.05159759521484]"
991,100.0,20.0,6.0,50.0,1e-06,7.328763580322265,"[79.36384582519531, 78.81208801269531, 79.23340606689453, 79.083251953125, 78.82256317138672, 78.61187744140625, 79.62133026123047, 79.1927719116211, 79.32281494140625, 79.39849853515625]"
992,100.0,20.0,6.0,50.0,5e-06,8.342496490478515,"[78.35143280029297, 77.80522918701172, 78.29330444335938, 78.05352020263672, 77.85969543457031, 77.58436584472656, 78.6064224243164, 78.12529754638672, 78.26770782470703, 78.37814331054688]"
993,100.0,20.0,6.0,50.0,1e-05,3.368080902099609,"[85.67317962646484, 85.04423522949219, 85.5632095336914, 85.35408782958984, 85.1111068725586, 84.89325714111328, 86.10220336914062, 85.53156280517578, 85.70175170898438, 85.776123046875]"
994,100.0,20.0,6.0,50.0,5e-05,4.918170166015625,"[82.27003479003906, 81.67234802246094, 82.2181625366211, 81.95707702636719, 81.76287078857422, 81.50672149658203, 82.68461608886719, 82.10437774658203, 82.27294921875, 82.35999298095703]"
995,100.0,20.0,6.0,60.0,5e-07,7.365221405029297,"[79.32049560546875, 78.78244018554688, 78.87599182128906, 79.11497497558594, 78.6355972290039, 78.68710327148438, 79.48066711425781, 79.3272705078125, 79.4238510131836, 79.44947814941406]"
996,100.0,20.0,6.0,60.0,1e-06,3.9036849975585937,"[83.8828353881836, 83.35812377929688, 83.37934112548828, 83.74088287353516, 83.26403045654297, 83.34349822998047, 84.10863494873047, 84.07999420166016, 84.15847778320312, 84.23533630371094]"
997,100.0,20.0,6.0,60.0,5e-06,86.24471511840821,"[0.2302936315536499, 0.2302936315536499, 0.2302936315536499, 0.2302936315536499, 0.2302936315536499, 0.2302936315536499, 0.2302936315536499, 0.2302936315536499, 0.2302936315536499, 0.2302936315536499]"
998,100.0,20.0,6.0,60.0,1e-05,13.055391693115235,"[73.60537719726562, 73.08808135986328, 73.5270767211914, 73.33425903320312, 73.13858795166016, 72.91637420654297, 73.88765716552734, 73.44438171386719, 73.57843780517578, 73.67593383789062]"
999,100.0,20.0,6.0,60.0,5e-05,85.76578750610352,"[0.7092230916023254, 0.7092230916023254, 0.7092230916023254, 0.7092230916023254, 0.7092230916023254, 0.7092230916023254, 0.7092230916023254, 0.7092230916023254, 0.7092230916023254, 0.7092230916023254]"
1000,100.0,30.0,2.0,20.0,5e-07,39.38870811462402,"[46.96453857421875, 46.565189361572266, 47.44466018676758, 46.72529220581055, 47.149593353271484, 46.645381927490234, 47.825592041015625, 46.91097640991211, 47.188018798828125, 47.44375991821289]"
1001,100.0,30.0,2.0,20.0,1e-06,22.85105094909668,"[63.64741897583008, 63.313961029052734, 63.32997512817383, 63.59197998046875, 63.271507263183594, 63.306495666503906, 63.829769134521484, 63.91564178466797, 63.9495964050293, 64.0832290649414]"
1002,100.0,30.0,2.0,20.0,5e-06,86.34484329223633,"[0.1301640123128891, 0.1301640123128891, 0.1301640123128891, 0.1301640123128891, 0.1301640123128891, 0.1301640123128891, 0.1301640123128891, 0.1301640123128891, 0.1301640123128891, 0.1301640123128891]"
1003,100.0,30.0,2.0,20.0,1e-05,86.46341171264649,"[0.011595050804316998, 0.011595050804316998, 0.011595050804316998, 0.011595050804316998, 0.011595050804316998, 0.011595050804316998, 0.011595050804316998, 0.011595050804316998, 0.011595050804316998, 0.011595050804316998]"
1004,100.0,30.0,2.0,20.0,5e-05,86.2231315612793,"[0.2518784999847412, 0.2518784999847412, 0.2518784999847412, 0.2518784999847412, 0.2518784999847412, 0.2518784999847412, 0.2518784999847412, 0.2518784999847412, 0.2518784999847412, 0.2518784999847412]"
1005,100.0,30.0,2.0,30.0,5e-07,11.304141998291016,"[97.91421508789062, 97.07345581054688, 97.9052734375, 97.49070739746094, 97.26905822753906, 97.06690979003906, 98.93733215332031, 97.87646484375, 98.15518188476562, 98.1029052734375]"
1006,100.0,30.0,2.0,30.0,1e-06,29.920735931396486,"[56.6352424621582, 56.287967681884766, 56.21153259277344, 56.557464599609375, 56.16231155395508, 56.30408477783203, 56.75913619995117, 56.841060638427734, 56.86809158325195, 56.91583251953125]"
1007,100.0,30.0,2.0,30.0,5e-06,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
1008,100.0,30.0,2.0,30.0,1e-05,86.2406105041504,"[0.2343989610671997, 0.2343989610671997, 0.2343989610671997, 0.2343989610671997, 0.2343989610671997, 0.2343989610671997, 0.2343989610671997, 0.2343989610671997, 0.2343989610671997, 0.2343989610671997]"
1009,100.0,30.0,2.0,30.0,5e-05,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
1010,100.0,30.0,2.0,40.0,5e-07,14.292124176025391,"[101.0130615234375, 100.32096862792969, 99.93106842041016, 100.87261962890625, 99.80577087402344, 100.38105010986328, 101.21516418457031, 101.44689178466797, 101.44398498535156, 101.2407455444336]"
1011,100.0,30.0,2.0,40.0,1e-06,86.6537857055664,"[-0.16575762629508972, -0.3865928053855896, -0.4084933400154114, -0.11813575774431229, -0.11813575774431229, -0.11813575774431229, -0.11813575774431229, -0.11813575774431229, -0.11813575774431229, -0.11813575774431229]"
1012,100.0,30.0,2.0,40.0,5e-06,86.59939804077149,"[-0.12439124286174774, -0.12439124286174774, -0.12439124286174774, -0.12439124286174774, -0.12439124286174774, -0.12439124286174774, -0.12439124286174774, -0.12439124286174774, -0.12439124286174774, -0.12439124286174774]"
1013,100.0,30.0,2.0,40.0,1e-05,86.2191032409668,"[0.255904883146286, 0.255904883146286, 0.255904883146286, 0.255904883146286, 0.255904883146286, 0.255904883146286, 0.255904883146286, 0.255904883146286, 0.255904883146286, 0.255904883146286]"
1014,100.0,30.0,2.0,40.0,5e-05,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
1015,100.0,30.0,2.0,50.0,5e-07,24.665872192382814,"[62.25442123413086, 61.95214080810547, 61.74473571777344, 62.045188903808594, 61.565494537353516, 61.46944808959961, 61.55021286010742, 61.83391571044922, 61.759830474853516, 61.91597366333008]"
1016,100.0,30.0,2.0,50.0,1e-06,10.216614532470704,"[76.39892578125, 76.01475524902344, 75.71212768554688, 76.37094116210938, 75.70226287841797, 75.9649658203125, 76.28947448730469, 76.71722412109375, 76.6767807006836, 76.73648071289062]"
1017,100.0,30.0,2.0,50.0,5e-06,86.28247299194337,"[0.1925375759601593, 0.1925375759601593, 0.1925375759601593, 0.1925375759601593, 0.1925375759601593, 0.1925375759601593, 0.1925375759601593, 0.1925375759601593, 0.1925375759601593, 0.1925375759601593]"
1018,100.0,30.0,2.0,50.0,1e-05,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
1019,100.0,30.0,2.0,50.0,5e-05,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
1020,100.0,30.0,2.0,60.0,5e-07,25.334180450439455,"[61.173065185546875, 60.63652801513672, 61.645423889160156, 60.8350830078125, 61.11163330078125, 60.55403518676758, 62.039337158203125, 60.910179138183594, 61.202213287353516, 61.30078125]"
1021,100.0,30.0,2.0,60.0,1e-06,13.486359405517579,"[73.24683380126953, 72.75780487060547, 72.55751037597656, 73.09549713134766, 72.37391662597656, 72.66751861572266, 73.21965026855469, 73.36212158203125, 73.35047149658203, 73.25516510009766]"
1022,100.0,30.0,2.0,60.0,5e-06,86.43674697875977,"[0.03825904801487923, 0.03825904801487923, 0.03825904801487923, 0.03825904801487923, 0.03825904801487923, 0.03825904801487923, 0.03825904801487923, 0.03825904801487923, 0.03825904801487923, 0.03825904801487923]"
1023,100.0,30.0,2.0,60.0,1e-05,86.20407333374024,"[0.2709360718727112, 0.2709360718727112, 0.2709360718727112, 0.2709360718727112, 0.2709360718727112, 0.2709360718727112, 0.2709360718727112, 0.2709360718727112, 0.2709360718727112, 0.2709360718727112]"
1024,100.0,30.0,2.0,60.0,5e-05,86.0513786315918,"[0.4236270785331726, 0.4236270785331726, 0.4236270785331726, 0.4236270785331726, 0.4236270785331726, 0.4236270785331726, 0.4236270785331726, 0.4236270785331726, 0.4236270785331726, 0.4236270785331726]"
1025,100.0,30.0,3.0,20.0,5e-07,11.050072479248048,"[75.65200805664062, 75.11585235595703, 75.87641906738281, 75.30226135253906, 75.2992172241211, 74.80685424804688, 75.93531799316406, 75.24636840820312, 75.43519592285156, 75.57986450195312]"
1026,100.0,30.0,3.0,20.0,1e-06,6.1826332092285154,"[80.81160736083984, 80.35408782958984, 80.20008850097656, 80.63197326660156, 79.9443130493164, 80.04093933105469, 80.44877624511719, 80.69117736816406, 80.64878845214844, 80.67121124267578]"
1027,100.0,30.0,3.0,20.0,5e-06,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
1028,100.0,30.0,3.0,20.0,1e-05,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
1029,100.0,30.0,3.0,20.0,5e-05,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
1030,100.0,30.0,3.0,30.0,5e-07,7.251309967041015,"[79.50672149658203, 78.879150390625, 79.29456329345703, 79.13417053222656, 78.86463928222656, 78.68899536132812, 79.8148193359375, 79.2174301147461, 79.3776626586914, 79.45883178710938]"
1031,100.0,30.0,3.0,30.0,1e-06,6.111209869384766,"[80.65567016601562, 80.11100769042969, 80.5308837890625, 80.39646911621094, 80.15189361572266, 79.95089721679688, 80.97350311279297, 80.56907653808594, 80.69979095458984, 80.8061294555664]"
1032,100.0,30.0,3.0,30.0,5e-06,86.44130935668946,"[0.03369763493537903, 0.03369763493537903, 0.03369763493537903, 0.03369763493537903, 0.03369763493537903, 0.03369763493537903, 0.03369763493537903, 0.03369763493537903, 0.03369763493537903, 0.03369763493537903]"
1033,100.0,30.0,3.0,30.0,1e-05,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
1034,100.0,30.0,3.0,30.0,5e-05,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
1035,100.0,30.0,3.0,40.0,5e-07,16.994145965576173,"[69.54508972167969, 68.97544860839844, 69.95919036865234, 69.19536590576172, 69.4072494506836, 68.8705825805664, 70.2916488647461, 69.2813949584961, 69.5638656616211, 69.71878814697266]"
1036,100.0,30.0,3.0,40.0,1e-06,12.941065216064453,"[73.7450180053711, 73.22915649414062, 73.61882019042969, 73.47650146484375, 73.23406219482422, 73.03931427001953, 73.9656982421875, 73.5702896118164, 73.69010162353516, 73.77046966552734]"
1037,100.0,30.0,3.0,40.0,5e-06,86.61930313110352,"[-0.14429306983947754, -0.14429306983947754, -0.14429306983947754, -0.14429306983947754, -0.14429306983947754, -0.14429306983947754, -0.14429306983947754, -0.14429306983947754, -0.14429306983947754, -0.14429306983947754]"
1038,100.0,30.0,3.0,40.0,1e-05,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
1039,100.0,30.0,3.0,40.0,5e-05,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
1040,100.0,30.0,3.0,50.0,5e-07,15.915745544433594,"[70.85120391845703, 70.47175598144531, 69.71758270263672, 70.83334350585938, 69.91036224365234, 70.39090728759766, 70.41309356689453, 71.0936279296875, 70.9771728515625, 70.93357849121094]"
1041,100.0,30.0,3.0,50.0,1e-06,9.077063751220702,"[77.68446350097656, 77.12968444824219, 77.46733856201172, 77.38365936279297, 77.0319595336914, 76.89130401611328, 77.80856323242188, 77.44796752929688, 77.54740142822266, 77.58710479736328]"
1042,100.0,30.0,3.0,50.0,5e-06,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
1043,100.0,30.0,3.0,50.0,1e-05,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
1044,100.0,30.0,3.0,50.0,5e-05,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
1045,100.0,30.0,3.0,60.0,5e-07,5.52662353515625,"[81.49386596679688, 81.01414489746094, 81.8202133178711, 81.15990447998047, 81.19467163085938, 80.53190612792969, 81.63288879394531, 80.99291229248047, 81.14608764648438, 81.3809814453125]"
1046,100.0,30.0,3.0,60.0,1e-06,6.485124969482422,"[80.2107925415039, 79.5904769897461, 80.49247741699219, 79.81217956542969, 79.89176940917969, 79.34988403320312, 80.75846099853516, 79.81961059570312, 80.06986236572266, 80.22090148925781]"
1047,100.0,30.0,3.0,60.0,5e-06,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
1048,100.0,30.0,3.0,60.0,1e-05,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
1049,100.0,30.0,3.0,60.0,5e-05,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
1050,100.0,30.0,4.0,20.0,5e-07,6.846424865722656,"[79.85669708251953, 79.39337158203125, 79.43408966064453, 79.68285369873047, 79.2135238647461, 79.197998046875, 79.82915496826172, 79.8276596069336, 79.8720474243164, 79.97843933105469]"
1051,100.0,30.0,4.0,20.0,1e-06,9.487413787841797,"[77.07982635498047, 76.48783874511719, 76.95370483398438, 76.80936431884766, 76.64054870605469, 76.494140625, 77.6526107788086, 77.09136962890625, 77.284423828125, 77.38211822509766]"
1052,100.0,30.0,4.0,20.0,5e-06,17.633811950683594,"[69.01544952392578, 68.51884460449219, 68.66287231445312, 68.8105239868164, 68.41808319091797, 68.45958709716797, 69.24207305908203, 69.03456115722656, 69.11863708496094, 69.13133239746094]"
1053,100.0,30.0,4.0,20.0,1e-05,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
1054,100.0,30.0,4.0,20.0,5e-05,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
1055,100.0,30.0,4.0,30.0,5e-07,4.804903411865235,"[82.60824584960938, 82.02084350585938, 82.8541488647461, 82.21537017822266, 82.1650619506836, 81.65936279296875, 82.86434173583984, 82.12959289550781, 82.32013702392578, 82.4781265258789]"
1056,100.0,30.0,4.0,30.0,1e-06,3.3565277099609374,"[85.7646713256836, 85.18535614013672, 85.11539459228516, 85.59455108642578, 84.96248626708984, 85.18186950683594, 85.9688491821289, 85.96553802490234, 86.02342987060547, 86.0105972290039]"
1057,100.0,30.0,4.0,30.0,5e-06,15.984219360351563,"[70.69194030761719, 70.18182373046875, 70.41415405273438, 70.45623779296875, 70.12147521972656, 70.06876373291016, 70.89693450927734, 70.61111450195312, 70.71397399902344, 70.75147247314453]"
1058,100.0,30.0,4.0,30.0,1e-05,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
1059,100.0,30.0,4.0,30.0,5e-05,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
1060,100.0,30.0,4.0,40.0,5e-07,3.593220520019531,"[88.75355529785156, 88.1546859741211, 88.51493835449219, 88.52429962158203, 88.20332336425781, 88.06647491455078, 89.19058227539062, 88.77068328857422, 88.94327545166016, 89.00483703613281]"
1061,100.0,30.0,4.0,40.0,1e-06,6.221525573730469,"[80.61470794677734, 80.02055358886719, 80.48127746582031, 80.29528045654297, 80.00988006591797, 79.82118225097656, 80.89252471923828, 80.39862823486328, 80.53797149658203, 80.5882339477539]"
1062,100.0,30.0,4.0,40.0,5e-06,10.016632080078125,"[76.62728881835938, 76.05448150634766, 76.37010192871094, 76.36962127685547, 76.05512237548828, 75.9940185546875, 77.00113677978516, 76.59860229492188, 76.73738861083984, 76.7760009765625]"
1063,100.0,30.0,4.0,40.0,1e-05,86.25488510131837,"[0.22012466192245483, 0.22012466192245483, 0.22012466192245483, 0.22012466192245483, 0.22012466192245483, 0.22012466192245483, 0.22012466192245483, 0.22012466192245483, 0.22012466192245483, 0.22012466192245483]"
1064,100.0,30.0,4.0,40.0,5e-05,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
